author,comment,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@husinmustofa3296,Sdh terbayang jika benar gempa tersebut terjadi entah brp bnyk rumah yg akan hancur dn kerugian yg tdk terkira bahkan nyawa.<br>Ingat yg bicara itu tenaga ahli/ilmuan yg sdh memperingatkan akan adanya gempa MEGATHRUST,sdh terbayang jika benar gempa tersebut terjadi entah brp bnyk rumah yg akan hancur dn kerugian yg tdk terkira bahkan nyawabringat yg bicara itu tenaga ahliilmuan yg sdh memperingatkan akan adanya gempa megathrust,sudah terbayang jika benar gempa tersebut terjadi entah berapa banyak rumah yang akan hancur dan kerugian yang tidak terkira bahkan nyawabringat yang bicara itu tenaga ahliilmuan yang sudah memperingatkan akan adanya gempa megathrust,terbayang gempa rumah hancur kerugian nyawabringat bicara tenaga ahliilmuan memperingatkan gempa megathrust,"['terbayang', 'gempa', 'rumah', 'hancur', 'kerugian', 'nyawabringat', 'bicara', 'tenaga', 'ahliilmuan', 'memperingatkan', 'gempa', 'megathrust']","['terbayang', 'gempa', 'rumah', 'hancur', 'kerugian', 'nyawabringat', 'bicara', 'tenaga', 'ahliilmuan', 'memperingatkan', 'gempa', 'megathrust']",bayang gempa rumah hancur rugi nyawabringat bicara tenaga ahliilmuan ingat gempa megathrust,2
@harissandy6256,Pulau Jawa dan Jakarta? Emang Jakarta bukan pulau Jawa gtu,pulau jawa dan jakarta emang jakarta bukan pulau jawa gtu,pulau jawa dan jakarta memang jakarta bukan pulau jawa gtu,pulau jawa jakarta jakarta pulau jawa gtu,"['pulau', 'jawa', 'jakarta', 'jakarta', 'pulau', 'jawa', 'gtu']","['pulau', 'jawa', 'jakarta', 'jakarta', 'pulau', 'jawa', 'gtu']",pulau jawa jakarta jakarta pulau jawa gtu,2
@efendibali5391,"Hanya dg mengajak manusia utk meningkatkan keimanan dan mencegah manusia utk berbuat maksiat kepada ALLAH SWT yg bisa meredam murka Alam ini,,bencana tdk akan berani muncul kl msh bnyk manusia yg benar2 taat kpd  ALLAH SWT,tp bila kedzoliman, kemaksiatan,minum2an keras dan perzinahan sdh merajalela dimana2 tdk ada lg rasa malu melakukannya ditempat2 terbuka,maka bumi ini akan murka berbagai bencana akan datang silih berganti,,,saudaraku semua Sebelum terlambat 🙏tdk ada jalan keselamatan kecuali kita semakin mendekatkan diri dan sgr bertaubat mhn ampunan atas segala dosa dan kekhilafan kita kepada ALLAH SWT,,mari kita saling menasehati,saling mengingatkan dlm kebaikan,semoga kita slalu dlm lindungan ALLAH SWT,Amin",hanya dg mengajak manusia utk meningkatkan keimanan dan mencegah manusia utk berbuat maksiat kepada allah swt yg bisa meredam murka alam inibencana tdk akan berani muncul kl msh bnyk manusia yg benar2 taat kpd allah swttp bila kedzoliman kemaksiatanminum2an keras dan perzinahan sdh merajalela dimana2 tdk ada lg rasa malu melakukannya ditempat2 terbukamaka bumi ini akan murka berbagai bencana akan datang silih bergantisaudaraku semua sebelum terlambat tdk ada jalan keselamatan kecuali kita semakin mendekatkan diri dan sgr bertaubat mhn ampunan atas segala dosa dan kekhilafan kita kepada allah swtmari kita saling menasehatisaling mengingatkan dlm kebaikansemoga kita slalu dlm lindungan allah swtamin,hanya dengan mengajak manusia untuk meningkatkan keimanan dan mencegah manusia untuk berbuat maksiat kepada allah swt yang bisa meredam murka alam inibencana tidak akan berani muncul kalau masih banyak manusia yang benar2 taat kepada allah swttp bila kedzoliman kemaksiatanminum2an keras dan perzinahan sudah merajalela dimana-mana tidak ada lagi rasa malu melakukannya ditempat2 terbukamaka bumi ini akan murka berbagai bencana akan datang silih bergantisaudaraku semua sebelum terlambat tidak ada jalan keselamatan kecuali kita semakin mendekatkan diri dan sgr bertaubat mohon ampunan atas segala dosa dan kekhilafan kita kepada allah swtmari kita saling menasehatisaling mengingatkan dalam kebaikansemoga kita selalu dalam lindungan allah swtamin,mengajak manusia meningkatkan keimanan mencegah manusia berbuat maksiat allah swt meredam murka alam inibencana berani muncul manusia benar2 taat allah swttp kedzoliman kemaksiatanminum2an keras perzinahan merajalela dimana-mana malu melakukannya ditempat2 terbukamaka bumi murka bencana silih bergantisaudaraku terlambat jalan keselamatan kecuali mendekatkan sgr bertaubat mohon ampunan dosa kekhilafan allah swtmari menasehatisaling kebaikansemoga lindungan allah swtamin,"['mengajak', 'manusia', 'meningkatkan', 'keimanan', 'mencegah', 'manusia', 'berbuat', 'maksiat', 'allah', 'swt', 'meredam', 'murka', 'alam', 'inibencana', 'berani', 'muncul', 'manusia', 'benar2', 'taat', 'allah', 'swttp', 'kedzoliman', 'kemaksiatanminum2an', 'keras', 'perzinahan', 'merajalela', 'dimana-mana', 'malu', 'melakukannya', 'ditempat2', 'terbukamaka', 'bumi', 'murka', 'bencana', 'silih', 'bergantisaudaraku', 'terlambat', 'jalan', 'keselamatan', 'kecuali', 'mendekatkan', 'sgr', 'bertaubat', 'mohon', 'ampunan', 'dosa', 'kekhilafan', 'allah', 'swtmari', 'menasehatisaling', 'kebaikansemoga', 'lindungan', 'allah', 'swtamin']","['mengajak', 'manusia', 'meningkatkan', 'keimanan', 'mencegah', 'manusia', 'berbuat', 'maksiat', 'allah', 'swt', 'meredam', 'murka', 'alam', 'inibencana', 'berani', 'muncul', 'manusia', 'benar2', 'taat', 'allah', 'swttp', 'kedzoliman', 'kemaksiatanminum2an', 'keras', 'perzinahan', 'merajalela', 'dimana-mana', 'malu', 'melakukannya', 'ditempat2', 'terbukamaka', 'bumi', 'murka', 'bencana', 'silih', 'bergantisaudaraku', 'terlambat', 'jalan', 'keselamatan', 'kecuali', 'mendekatkan', 'sgr', 'bertaubat', 'mohon', 'ampunan', 'kekhilafan', 'allah', 'swtmari', 'menasehatisaling', 'kebaikansemoga', 'lindungan', 'allah', 'swtamin']",ajak manusia tingkat iman cegah manusia buat maksiat allah swt redam murka alam inibencana berani muncul manusia benar2 taat allah swttp kedzoliman kemaksiatanminum2an keras perzinahan rajalela mana malu laku ditempat2 terbukamaka bumi murka bencana silih bergantisaudaraku lambat jalan selamat kecuali dekat sgr taubat mohon ampun khilaf allah swtmari menasehatisaling kebaikansemoga lindung allah swtamin,2
@dhinara5032,"y Allah ampuni kami semua y Allah,ampuni",y allah ampuni kami semua y allahampuni,ya allah ampuni kami semua ya allahampuni,ya allah ampuni ya allahampuni,"['ya', 'allah', 'ampuni', 'ya', 'allahampuni']","['allah', 'ampuni', 'allahampuni']",allah ampun allahampuni,3
@mulyadiimanikromo502,"Apa begitu atau apa prediksi itu 8,8",apa begitu atau apa prediksi itu 88,apa begitu atau apa prediksi itu 88,prediksi 88,"['prediksi', '88']","['prediksi', '88']",prediksi 88,2
@giantabimartwin5729,Pfft,pfft,pfft,pfft,['pfft'],['pfft'],pfft,2
@erniaidan8785,Semoga kita selalu dalam lindungan ny... Allah SWT aamiin,semoga kita selalu dalam lindungan ny allah swt aamiin,semoga kita selalu dalam lindungan nya allah swt amin,semoga lindungan nya allah swt amin,"['semoga', 'lindungan', 'nya', 'allah', 'swt', 'amin']","['semoga', 'lindungan', 'nya', 'allah', 'swt']",moga lindung nya allah swt,3
@yantotan8418,gak apa apa gempa.alam sudah marah sama manusia.karena gak menghargai alam,gak apa apa gempaalam sudah marah sama manusiakarena gak menghargai alam,tidak apa apa gempaalam sudah marah sama manusiakarena tidak menghargai alam,gempaalam marah manusiakarena menghargai alam,"['gempaalam', 'marah', 'manusiakarena', 'menghargai', 'alam']","['gempaalam', 'marah', 'manusiakarena', 'menghargai', 'alam']",gempaalam marah manusiakarena harga alam,1
@havismaulana4303,Tobat lur hayo podo tobat tinggalkan kesesatan kalian,tobat lur hayo podo tobat tinggalkan kesesatan kalian,tobat lur hayo podo tobat tinggalkan kesesatan kalian,tobat lur hayo podo tobat tinggalkan kesesatan,"['tobat', 'lur', 'hayo', 'podo', 'tobat', 'tinggalkan', 'kesesatan']","['tobat', 'lur', 'hayo', 'podo', 'tobat', 'tinggalkan', 'kesesatan']",tobat lur hayo podo tobat tinggal sesat,3
@wiraandika6778,Akibat menendang...,akibat menendang,akibat menendang,akibat menendang,"['akibat', 'menendang']","['akibat', 'menendang']",akibat tendang,1
@harminedan4076,🗿🗿🗿🗿🗿🗿,,,,[],[],,2
@rahmawati1558,Ya Allah semoga kita semua  selalu dlm lindungan Allah SWT Aamin YRA,ya allah semoga kita semua selalu dlm lindungan allah swt aamin yra,iya allah semoga kita semua selalu dalam lindungan allah swt aamin yra,iya allah semoga lindungan allah swt aamin yra,"['iya', 'allah', 'semoga', 'lindungan', 'allah', 'swt', 'aamin', 'yra']","['iya', 'allah', 'semoga', 'lindungan', 'allah', 'swt', 'aamin', 'yra']",iya allah moga lindung allah swt aamin yra,3
@pengemarberat3375,Tsunami 20 mtr ngeri ah bayangkan daerah pesisir,tsunami 20 mtr ngeri ah bayangkan daerah pesisir,tsunami 20 mtr seram ah bayangkan daerah pesisir,tsunami 20 mtr seram ah bayangkan daerah pesisir,"['tsunami', '20', 'mtr', 'seram', 'ah', 'bayangkan', 'daerah', 'pesisir']","['20', 'mtr', 'seram', 'bayangkan', 'daerah', 'pesisir']",20 mtr seram bayang daerah pesisir,2
@danteari3374,"Mau gempa,tsunami,longsong atau yang lainnya ,,yang terpenting adalah bekal apa yang sudah kita siapkan untuk menghadapi kehidupan diakhirat<br>Betul??",mau gempatsunamilongsong atau yang lainnya yang terpenting adalah bekal apa yang sudah kita siapkan untuk menghadapi kehidupan diakhiratbrbetul,mau gempatsunamilongsong atau yang lainnya yang terpenting adalah bekal apa yang sudah kita siapkan untuk menghadapi kehidupan diakhiratbrbetul,gempatsunamilongsong terpenting bekal siapkan menghadapi kehidupan diakhiratbrbetul,"['gempatsunamilongsong', 'terpenting', 'bekal', 'siapkan', 'menghadapi', 'kehidupan', 'diakhiratbrbetul']","['gempatsunamilongsong', 'terpenting', 'bekal', 'siapkan', 'menghadapi', 'kehidupan', 'diakhiratbrbetul']",gempatsunamilongsong penting bekal siap hadap hidup diakhiratbrbetul,3
@News-office,Ingat wahai manusia Allah tidak tidur maka saudara lah sadar lah...,ingat wahai manusia allah tidak tidur maka saudara lah sadar lah,ingat wahai manusia allah tidak tidur maka saudara lah sadar lah,manusia allah tidur saudara sadar,"['manusia', 'allah', 'tidur', 'saudara', 'sadar']","['manusia', 'allah', 'tidur', 'saudara', 'sadar']",manusia allah tidur saudara sadar,3
@tarmanmaulana3445,"Ber doa lah,kemudian pasrah,dengan kehendak allah.",ber doa lahkemudian pasrahdengan kehendak allah,ber doa lahkemudian pasrahdengan kehendak allah,ber doa lahkemudian pasrahdengan kehendak allah,"['ber', 'doa', 'lahkemudian', 'pasrahdengan', 'kehendak', 'allah']","['doa', 'lahkemudian', 'pasrahdengan', 'kehendak', 'allah']",doa lahkemudian pasrahdengan hendak allah,3
@News-office,Semoga manusia yang serakah bisa sadar sebelum dia mati... karena sekarang banyak yang lupa akan kematian lalai dengan harta tahta...,semoga manusia yang serakah bisa sadar sebelum dia mati karena sekarang banyak yang lupa akan kematian lalai dengan harta tahta,semoga manusia yang serakah bisa sadar sebelum dia mati karena sekarang banyak yang lupa akan kematian lalai dengan harta tahta,semoga manusia serakah sadar mati lupa kematian lalai harta tahta,"['semoga', 'manusia', 'serakah', 'sadar', 'mati', 'lupa', 'kematian', 'lalai', 'harta', 'tahta']","['semoga', 'manusia', 'serakah', 'sadar', 'mati', 'lupa', 'kematian', 'lalai', 'harta', 'tahta']",moga manusia serakah sadar mati lupa mati lalai harta tahta,3
@sufiannoor2141,🔴Gempa IBU KOTA RI JAKARTA - P.JAWA Sebagai pembelajaran &amp; perhatian.,gempa ibu kota ri jakarta pjawa sebagai pembelajaran amp perhatian,gempa ibu kota ri jakarta pjawa sebagai pembelajaran amp perhatian,gempa kota ri jakarta pjawa pembelajaran amp perhatian,"['gempa', 'kota', 'ri', 'jakarta', 'pjawa', 'pembelajaran', 'amp', 'perhatian']","['gempa', 'kota', 'ri', 'jakarta', 'pjawa', 'pembelajaran', 'amp', 'perhatian']",gempa kota ri jakarta pjawa ajar amp perhati,3
@bebashambatan2965,tidak takut,tidak takut,tidak takut,takut,['takut'],['takut'],takut,1
@jazulihamim4773,"Ibadah aja yg rajin <br>Bekal mati 😂, ketika kun fayakun lari kemana pun gak ada jalan 🙏",ibadah aja yg rajin brbekal mati ketika kun fayakun lari kemana pun gak ada jalan,ibadah saja yang rajin brbekal mati ketika kun fayakun lari kemana pun tidak ada jalan,ibadah rajin brbekal mati kun fayakun lari kemana jalan,"['ibadah', 'rajin', 'brbekal', 'mati', 'kun', 'fayakun', 'lari', 'kemana', 'jalan']","['ibadah', 'rajin', 'brbekal', 'mati', 'kun', 'fayakun', 'kemana', 'jalan']",ibadah rajin brbekal mati kun fayakun mana jalan,2
@vawzy,Di indonesia masih banyak kesyirikan. Dan ketika di ingatkan tidak peduli.  Maka besar kemungkinan ada bencana besar  di indonesia,di indonesia masih banyak kesyirikan dan ketika di ingatkan tidak peduli maka besar kemungkinan ada bencana besar di indonesia,di indonesia masih banyak kesyirikan dan ketika di ingatkan tidak peduli maka besar kemungkinan ada bencana besar di indonesia,indonesia kesyirikan ingatkan peduli bencana indonesia,"['indonesia', 'kesyirikan', 'ingatkan', 'peduli', 'bencana', 'indonesia']","['indonesia', 'kesyirikan', 'ingatkan', 'peduli', 'bencana', 'indonesia']",indonesia syirik ingat peduli bencana indonesia,2
@muliahadikasuwi1347,Ya Allah semoga tidak akan terjadi .,ya allah semoga tidak akan terjadi,iya allah semoga tidak akan terjadi,iya allah semoga,"['iya', 'allah', 'semoga']","['iya', 'allah', 'semoga']",iya allah moga,3
@tutitutihastuti711,Ya Alloh lindugilah kami semua ampuni dosa2 kami ya robb .,ya alloh lindugilah kami semua ampuni dosa2 kami ya robb,iya alloh lindugilah kami semua ampuni dosa2 kami iya robb,iya alloh lindugilah ampuni dosa2 iya robb,"['iya', 'alloh', 'lindugilah', 'ampuni', 'dosa2', 'iya', 'robb']","['iya', 'alloh', 'lindugilah', 'ampuni', 'dosa2', 'iya', 'robb']",iya alloh lindugilah ampun dosa2 iya robb,3
@ee-phan_emanuel,😱 eng.ing.eng...,engingeng,engingeng,engingeng,['engingeng'],['engingeng'],engingeng,2
@bestmomen8314,"Kasihan artis2 yg lgi bangun rmh mewah,semuanya akn hancur klo ALLAH sdh berkehendak",kasihan artis2 yg lgi bangun rmh mewahsemuanya akn hancur klo allah sdh berkehendak,kasihan artis2 yang lagi bangun rumah mewahsemuanya akan hancur kalau allah sudah berkehendak,kasihan artis2 bangun rumah mewahsemuanya hancur allah,"['kasihan', 'artis2', 'bangun', 'rumah', 'mewahsemuanya', 'hancur', 'allah']","['kasihan', 'artis2', 'bangun', 'rumah', 'mewahsemuanya', 'hancur', 'allah']",kasihan artis2 bangun rumah mewahsemuanya hancur allah,2
@satriapiningit4150,"Alhamdulillah ya Alloh , akhirnya Sdh tiba masanya pembersihan bumi dari org2 yg fasik, zholim,keji dan pendusta , hancurkanlah mrk saja semua nya dlm waktu dekat ini ... Aamiin Allahumma Aamin",alhamdulillah ya alloh akhirnya sdh tiba masanya pembersihan bumi dari org2 yg fasik zholimkeji dan pendusta hancurkanlah mrk saja semua nya dlm waktu dekat ini aamiin allahumma aamin,alhamdulillah iya alloh akhirnya sudah tiba masanya pembersihan bumi dari orang-orang yang fasik zholimkeji dan pendusta hancurkanlah mereka saja semua nya dalam waktu dekat ini amin allahumma aamin,alhamdulillah iya alloh masanya pembersihan bumi orang-orang fasik zholimkeji pendusta hancurkanlah nya amin allahumma aamin,"['alhamdulillah', 'iya', 'alloh', 'masanya', 'pembersihan', 'bumi', 'orang-orang', 'fasik', 'zholimkeji', 'pendusta', 'hancurkanlah', 'nya', 'amin', 'allahumma', 'aamin']","['alhamdulillah', 'iya', 'alloh', 'masanya', 'pembersihan', 'bumi', 'orang-orang', 'fasik', 'zholimkeji', 'pendusta', 'hancurkanlah', 'nya', 'allahumma', 'aamin']",alhamdulillah iya alloh masa bersih bumi orang fasik zholimkeji dusta hancur nya allahumma aamin,1
@ia9026,"Lalu bagaimana dengan orang-orang Sholeh ? Bukannya orang2 Sholeh yang justru lebih cepat di ambil Allah, dan semakin akhir jaman maka kedzoliman yang terus tumbuh..",lalu bagaimana dengan orangorang sholeh bukannya orang2 sholeh yang justru lebih cepat di ambil allah dan semakin akhir jaman maka kedzoliman yang terus tumbuh,lalu bagaimana dengan orangorang sholeh bukannya orang2 sholeh yang justru lebih cepat di ambil allah dan semakin akhir jaman maka kedzoliman yang terus tumbuh,orangorang sholeh orang2 sholeh cepat ambil allah jaman kedzoliman tumbuh,"['orangorang', 'sholeh', 'orang2', 'sholeh', 'cepat', 'ambil', 'allah', 'jaman', 'kedzoliman', 'tumbuh']","['orangorang', 'sholeh', 'orang2', 'sholeh', 'cepat', 'ambil', 'allah', 'kedzoliman', 'tumbuh']",orangorang sholeh orang2 sholeh cepat ambil allah kedzoliman tumbuh,2
@MaulanaAtala,"Siapkah menghadapi bencana alam raksasa ini dg sunami yg dahsyat,,,,,",siapkah menghadapi bencana alam raksasa ini dg sunami yg dahsyat,siapkah menghadapi bencana alam raksasa ini dengan sunami yang dahsyat,siapkah menghadapi bencana alam raksasa sunami dahsyat,"['siapkah', 'menghadapi', 'bencana', 'alam', 'raksasa', 'sunami', 'dahsyat']","['siapkah', 'menghadapi', 'bencana', 'alam', 'raksasa', 'sunami', 'dahsyat']",siap hadap bencana alam raksasa sunam dahsyat,2
@MrGom3zone,Sudah tepat pemindahan ibukota ke Kalimantan. Anti goyang&quot; club..,sudah tepat pemindahan ibukota ke kalimantan anti goyangquot club,sudah tepat pemindahan ibukota kah kalimantan anti goyangquot club,pemindahan ibukota kah kalimantan anti goyangquot club,"['pemindahan', 'ibukota', 'kah', 'kalimantan', 'anti', 'goyangquot', 'club']","['pemindahan', 'ibukota', 'kah', 'kalimantan', 'goyangquot']",pindah ibukota kah kalimantan goyangquot,2
@fidisell6006,Dzholimin ulama si luu. Kena batu semuanya kan ?,dzholimin ulama si luu kena batu semuanya kan,dzholimin ulama si luu kena batu semuanya akan,dzholimin ulama si luu kena batu,"['dzholimin', 'ulama', 'si', 'luu', 'kena', 'batu']","['dzholimin', 'ulama', 'luu', 'kena', 'batu']",dzholimin ulama luu kena batu,1
@erwinmidunsiomay4620,"Orang beriman , yang insyaallah mampu menghadapinya ..",orang beriman yang insyaallah mampu menghadapinya,orang beriman yang insyaallah mampu menghadapinya,orang beriman insyaallah menghadapinya,"['orang', 'beriman', 'insyaallah', 'menghadapinya']","['beriman', 'insyaallah', 'menghadapinya']",iman insyaallah hadap,2
@chieamoey5608,Selamat kan kaluarga kami y allah ..jauh kn dr marabahaya aminn...amin y robal alamin.....dan slamt kn semua buat seluruh negara indonesia aminn,selamat kan kaluarga kami y allah jauh kn dr marabahaya aminnamin y robal alamindan slamt kn semua buat seluruh negara indonesia aminn,selamat akan kaluarga kami ya allah jauh kan dari marabahaya aminnamin ya robal alamindan slamt kan semua buat seluruh negara indonesia aminn,selamat kaluarga ya allah marabahaya aminnamin ya robal alamindan slamt negara indonesia aminn,"['selamat', 'kaluarga', 'ya', 'allah', 'marabahaya', 'aminnamin', 'ya', 'robal', 'alamindan', 'slamt', 'negara', 'indonesia', 'aminn']","['selamat', 'kaluarga', 'allah', 'marabahaya', 'aminnamin', 'robal', 'alamindan', 'slamt', 'negara', 'indonesia', 'aminn']",selamat kaluarga allah marabahaya aminnamin robal alamindan slamt negara indonesia aminn,3
@lalusaptayadi7669,"BMKG sdh kasi peringatan, maka tentu pemda melakukan mitigasi gempa, spy tdk banyak korban..",bmkg sdh kasi peringatan maka tentu pemda melakukan mitigasi gempa spy tdk banyak korban,bmkg sudah kasi peringatan maka tentu pemerintah daerah melakukan mitigasi gempa supaya tidak banyak korban,bmkg kasi peringatan pemerintah daerah mitigasi gempa korban,"['bmkg', 'kasi', 'peringatan', 'pemerintah', 'daerah', 'mitigasi', 'gempa', 'korban']","['bmkg', 'kasi', 'peringatan', 'pemerintah', 'daerah', 'mitigasi', 'gempa', 'korban']",bmkg kasi ingat perintah daerah mitigasi gempa korban,3
@erwinmidunsiomay4620,Terjadi karena keserakahan manusia..,terjadi karena keserakahan manusia,terjadi karena keserakahan manusia,keserakahan manusia,"['keserakahan', 'manusia']","['keserakahan', 'manusia']",serakah manusia,1
@diwanrr118,ya allah bila itu terjadi maka ampunilah hidup kami ini yg banyak dosanya..,ya allah bila itu terjadi maka ampunilah hidup kami ini yg banyak dosanya,iya allah bila itu terjadi maka ampunilah hidup kami ini yang banyak dosanya,iya allah ampunilah hidup dosanya,"['iya', 'allah', 'ampunilah', 'hidup', 'dosanya']","['iya', 'allah', 'ampunilah', 'hidup', 'dosanya']",iya allah ampun hidup dosa,3
@rusnanrusnan5983,wow kalah para normal,wow kalah para normal,wow kalah para normal,wow kalah normal,"['wow', 'kalah', 'normal']",['kalah'],kalah,1
@juna2154,Solusi nya istighfar dan taubat,solusi nya istighfar dan taubat,solusi nya istighfar dan taubat,solusi nya istighfar taubat,"['solusi', 'nya', 'istighfar', 'taubat']","['solusi', 'nya', 'istighfar', 'taubat']",solusi nya istighfar taubat,2
@syaharalawiofficial776,Dari dulu bmkg kok hoaks terus gk di tangkap2😂🤣😅<br>Giliran gempa kmaren dbanten kmana aj bmkg<br>Kmren  ktany 20 meter di trenggalek skrang pindah ksana😂😅,dari dulu bmkg kok hoaks terus gk di tangkap2brgiliran gempa kmaren dbanten kmana aj bmkgbrkmren ktany 20 meter di trenggalek skrang pindah ksana,dari dahulu bmkg kok hoaks terus tidak di tangkap2brgiliran gempa kmaren dbanten kmana saja bmkgbrkmren ktany 20 meter di trenggalek skrang pindah ksana,bmkg hoaks tangkap2brgiliran gempa kmaren dbanten kmana bmkgbrkmren ktany 20 meter trenggalek skrang pindah ksana,"['bmkg', 'hoaks', 'tangkap2brgiliran', 'gempa', 'kmaren', 'dbanten', 'kmana', 'bmkgbrkmren', 'ktany', '20', 'meter', 'trenggalek', 'skrang', 'pindah', 'ksana']","['bmkg', 'hoaks', 'tangkap2brgiliran', 'gempa', 'kmaren', 'dbanten', 'kmana', 'bmkgbrkmren', 'ktany', '20', 'trenggalek', 'skrang', 'pindah', 'ksana']",bmkg hoaks tangkap2brgiliran gempa kmaren dbanten kmana bmkgbrkmren ktany 20 trenggalek skrang pindah ksana,1
@asmirullahirul4124,Tolong bukan pngumun ni tpi.aapa.langakah ngara atas bncana ni apa msih mkirin pncitraan...,tolong bukan pngumun ni tpiaapalangakah ngara atas bncana ni apa msih mkirin pncitraan,tolong bukan pngumun ini tpiaapalangakah ngara atas bncana ini apa msih mkirin pncitraan,tolong pngumun tpiaapalangakah ngara bncana msih mkirin pncitraan,"['tolong', 'pngumun', 'tpiaapalangakah', 'ngara', 'bncana', 'msih', 'mkirin', 'pncitraan']","['tolong', 'pngumun', 'tpiaapalangakah', 'ngara', 'bncana', 'msih', 'mkirin', 'pncitraan']",tolong pngumun tpiaapalangakah ngara bncana msih mkirin pncitraan,2
@deasanusi9732,"ampuni sgala dosa kmi,,&amp; lindungilah kmi yaa allah",ampuni sgala dosa kmiamp lindungilah kmi yaa allah,ampuni sgala dosa kmiamp lindungilah kami yaa allah,ampuni sgala dosa kmiamp lindungilah yaa allah,"['ampuni', 'sgala', 'dosa', 'kmiamp', 'lindungilah', 'yaa', 'allah']","['ampuni', 'sgala', 'kmiamp', 'lindungilah', 'yaa', 'allah']",ampun sgala kmiamp lindung yaa allah,3
@supergame2217,Biar sadarrr semuuuuaaaaaaa. Allah murkaaaaaa degan kemaksiatannn dunia inii.<br>Dimana kalian berlindung dan keada siapa kalian akan berlindugggg,biar sadarrr semuuuuaaaaaaa allah murkaaaaaa degan kemaksiatannn dunia iniibrdimana kalian berlindung dan keada siapa kalian akan berlindugggg,biar sadarrr semuuuuaaaaaaa allah murkaaaaaa degan kemaksiatannn dunia iniibrdimana kalian berlindung dan keada siapa kalian akan berlindugggg,biar sadarrr semuuuuaaaaaaa allah murkaaaaaa degan kemaksiatannn dunia iniibrdimana berlindung keada berlindugggg,"['biar', 'sadarrr', 'semuuuuaaaaaaa', 'allah', 'murkaaaaaa', 'degan', 'kemaksiatannn', 'dunia', 'iniibrdimana', 'berlindung', 'keada', 'berlindugggg']","['biar', 'sadarrr', 'semuuuuaaaaaaa', 'allah', 'murkaaaaaa', 'degan', 'kemaksiatannn', 'dunia', 'iniibrdimana', 'berlindung', 'keada', 'berlindugggg']",biar sadarrr semuuuuaaaaaaa allah murkaaaaaa degan kemaksiatannn dunia iniibrdimana lindung ada berlindugggg,1
@ehemchannel5884,"Mantabbb, smoga d segera kan",mantabbb smoga d segera kan,mantabbb smoga di segera akan,mantabbb smoga,"['mantabbb', 'smoga']","['mantabbb', 'smoga']",mantabbb smoga,1
@Dakwah_islam101,Penyebab gempa kalau dari islam menyebarnya Perzinaan dmn mana bahkan terang2an.,penyebab gempa kalau dari islam menyebarnya perzinaan dmn mana bahkan terang2an,penyebab gempa kalau dari islam menyebarnya perzinaan dimana mana bahkan terang2an,penyebab gempa islam menyebarnya perzinaan dimana terang2an,"['penyebab', 'gempa', 'islam', 'menyebarnya', 'perzinaan', 'dimana', 'terang2an']","['penyebab', 'gempa', 'islam', 'menyebarnya', 'perzinaan', 'dimana', 'terang2an']",sebab gempa islam sebar zina mana terang2an,1
@criscash1104,Potensi ya pasti ada. Tapi seberapa akurat menjadi kenyataan.??,potensi ya pasti ada tapi seberapa akurat menjadi kenyataan,potensi iya pasti ada tapi seberapa akurat menjadi kenyataan,potensi iya akurat kenyataan,"['potensi', 'iya', 'akurat', 'kenyataan']","['potensi', 'iya', 'akurat', 'kenyataan']",potensi iya akurat nyata,2
@kabuyutancipakuchannel.4877,Salam dari Anak2 tergenang. <br># OTD Jati gede.,salam dari anak2 tergenang br otd jati gede,salam dari anak-anak tergenang baru otd jati gede,salam anak-anak tergenang otd jati gede,"['salam', 'anak-anak', 'tergenang', 'otd', 'jati', 'gede']","['salam', 'anak-anak', 'tergenang', 'otd', 'gede']",salam anak genang otd gede,2
@achmadfauzi7122,Lah emang jakarta gak di jakarta pulau jawa ? Yakapa se,lah emang jakarta gak di jakarta pulau jawa yakapa se,lah memang jakarta tidak di jakarta pulau jawa yakapa se,jakarta jakarta pulau jawa yakapa,"['jakarta', 'jakarta', 'pulau', 'jawa', 'yakapa']","['jakarta', 'jakarta', 'pulau', 'jawa', 'yakapa']",jakarta jakarta pulau jawa yakapa,2
@saipulanwar7443,Stop korupsi agar bencana tak terjadi,stop korupsi agar bencana tak terjadi,henti korupsi agar bencana tidak terjadi,henti korupsi bencana,"['henti', 'korupsi', 'bencana']","['henti', 'korupsi', 'bencana']",henti korupsi bencana,2
@NS_Channel,"Gilllaaa.. ketinggian stunami sampai 20 meter,,, bahaya sekali 🙄🙄",gilllaaa ketinggian stunami sampai 20 meter bahaya sekali,gilllaaa ketinggian stunami sampai 20 meter bahaya sekali,gilllaaa ketinggian stunami 20 meter bahaya,"['gilllaaa', 'ketinggian', 'stunami', '20', 'meter', 'bahaya']","['gilllaaa', 'ketinggian', 'stunami', '20', 'bahaya']",gilllaaa tinggi stunami 20 bahaya,2
