author,comment,likes,published_at,is_reply,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@salahuddincyberarmy9078,Solusinya hanya satu ISLAM,0,2022-01-16T13:23:23Z,TRUE,solusinya hanya satu islam,solusinya hanya satu islam,solusinya islam,"['solusinya', 'islam']","['solusinya', 'islam']",solusi islam,3
@boediraharajo6044,@@salahuddincyberarmy9078  yang bikin miris sesama bukanya saling menguatkan tp saling hujat dan saling sikut...bukanya berzikir tp mlh mencaci...habib yang jadi keturunan nabi mlh tdk menjadi contoh yang membwa kedamaian...,1,2022-01-16T13:32:48Z,TRUE,salahuddincyberarmy9078 yang bikin miris sesama bukanya saling menguatkan tp saling hujat dan saling sikutbukanya berzikir tp mlh mencacihabib yang jadi keturunan nabi mlh tdk menjadi contoh yang membwa kedamaian,di di salahuddincyberarmy9078 yang bikin miris sesama bukanya saling menguatkan tapi saling hujat dan saling sikut ... bukanya berzikir tapi mlh mencaci ... habib yang jadi keturunan nabi mlh tidak menjadi contoh yang membwa kedamaian ...,salahuddincyberarmy9078 bikin miris bukanya menguatkan hujat sikut ... bukanya berzikir mlh mencaci ... habib keturunan nabi mlh contoh membwa kedamaian ...,"['salahuddincyberarmy9078', 'bikin', 'miris', 'bukanya', 'menguatkan', 'hujat', 'sikut', '...', 'bukanya', 'berzikir', 'mlh', 'mencaci', '...', 'habib', 'keturunan', 'nabi', 'mlh', 'contoh', 'membwa', 'kedamaian', '...']","['salahuddincyberarmy9078', 'bikin', 'miris', 'bukanya', 'menguatkan', 'hujat', 'sikut', '...', 'bukanya', 'berzikir', 'mlh', 'mencaci', '...', 'habib', 'keturunan', 'nabi', 'mlh', 'contoh', 'membwa', 'kedamaian', '...']",salahuddincyberarmy9078 bikin miris buka kuat hujat sikut  buka zikir mlh caci  habib turun nabi mlh contoh membwa damai,2
@densslemb7285,Bencana alam adalah peristiwa alam yg biasa terjadi sejak dulu jd  jangan dikaitkan dengan maksiat/kedzoliman terlalu dangkal analisa anda bisa menimbulkan fitnah,0,2022-01-16T13:40:21Z,TRUE,bencana alam adalah peristiwa alam yg biasa terjadi sejak dulu jd jangan dikaitkan dengan maksiatkedzoliman terlalu dangkal analisa anda bisa menimbulkan fitnah,bencana alam adalah peristiwa alam yang biasa terjadi sejak dahulu jadi jangan dikaitkan dengan maksiat/kedzoliman terlalu dangkal analisa anda bisa menimbulkan fitnah,bencana alam peristiwa alam dikaitkan maksiat/kedzoliman dangkal analisa menimbulkan fitnah,"['bencana', 'alam', 'peristiwa', 'alam', 'dikaitkan', 'maksiat/kedzoliman', 'dangkal', 'analisa', 'menimbulkan', 'fitnah']","['bencana', 'alam', 'peristiwa', 'alam', 'dikaitkan', 'maksiat/kedzoliman', 'dangkal', 'analisa', 'menimbulkan', 'fitnah']",bencana alam peristiwa alam kait maksiat kedzoliman dangkal analisa timbul fitnah,2
@AkhwatSukabumi,"@@densslemb7285 makanya baca hadist dulu mas, kaitan antara kemaksiatan dan bencana itu bukan katanya saya.",1,2022-01-16T14:24:45Z,TRUE,densslemb7285 makanya baca hadist dulu mas kaitan antara kemaksiatan dan bencana itu bukan katanya saya,"di di densslemb7285 makanya baca hadist dahulu mas , kaitan antara kemaksiatan dan bencana itu bukan katanya saya .","densslemb7285 baca hadist mas , kaitan kemaksiatan bencana .","['densslemb7285', 'baca', 'hadist', 'mas', ',', 'kaitan', 'kemaksiatan', 'bencana', '.']","['densslemb7285', 'baca', 'hadist', 'mas', ',', 'kaitan', 'kemaksiatan', 'bencana', '.']",densslemb7285 baca hadist mas  kait maksiat bencana,1
@densslemb7285,@@AkhwatSukabumi hadis yg mana &amp; itu perlu penafsiran ulama yg berkompenten. Contohnya apakah gunung yg masih aktif gak boleh meletus bila udah saatnya? Trus orang&quot; buang sampah sembarangan di sungai akhirnya banjir apakah gara&quot; maksiat? Bencana itu kebanyakan ulah manusia sndri yg gak bs menjaga alam.,0,2022-01-16T16:02:40Z,TRUE,akhwatsukabumi hadis yg mana amp itu perlu penafsiran ulama yg berkompenten contohnya apakah gunung yg masih aktif gak boleh meletus bila udah saatnya trus orangquot buang sampah sembarangan di sungai akhirnya banjir apakah garaquot maksiat bencana itu kebanyakan ulah manusia sndri yg gak bs menjaga alam,di di akhwatsukabumi hadis yang mana dan amp ; itu perlu penafsiran ulama yang berkompenten . contohnya apakah gunung yang masih aktif tidak boleh meletus bila sudah saatnya ? terus orang dan quot ; buang sampah sembarangan di sungai akhirnya banjir apakah gara dan quot ; maksiat ? bencana itu kebanyakan ulah manusia sndri yang tidak bisa menjaga alam .,akhwatsukabumi hadis amp ; penafsiran ulama berkompenten . contohnya gunung aktif meletus ? orang quot ; buang sampah sembarangan sungai banjir gara quot ; maksiat ? bencana kebanyakan ulah manusia sndri menjaga alam .,"['akhwatsukabumi', 'hadis', 'amp', ';', 'penafsiran', 'ulama', 'berkompenten', '.', 'contohnya', 'gunung', 'aktif', 'meletus', '?', 'orang', 'quot', ';', 'buang', 'sampah', 'sembarangan', 'sungai', 'banjir', 'gara', 'quot', ';', 'maksiat', '?', 'bencana', 'kebanyakan', 'ulah', 'manusia', 'sndri', 'menjaga', 'alam', '.']","['akhwatsukabumi', 'hadis', 'amp', ';', 'penafsiran', 'ulama', 'berkompenten', '.', 'contohnya', 'gunung', 'aktif', 'meletus', '?', 'orang', 'quot', ';', 'buang', 'sampah', 'sembarangan', 'sungai', 'banjir', 'gara', 'quot', ';', 'maksiat', '?', 'bencana', 'kebanyakan', 'ulah', 'manusia', 'sndri', 'menjaga', 'alam', '.']",akhwatsukabumi hadis amp  tafsir ulama berkompenten  contoh gunung aktif letus  orang quot  buang sampah sembarang sungai banjir gara quot  maksiat  bencana banyak ulah manusia sndri jaga alam,3
@airmataibumu7756,Pokoknya klau di suatu negri banyak kezholiman banyak kemaksiatan dan Banyak Ritual kemusrikan Maka Alam akan Marah Menimbulkan bencana besar tanpa henti..,0,2022-01-16T12:43:59Z,FALSE,pokoknya klau di suatu negri banyak kezholiman banyak kemaksiatan dan banyak ritual kemusrikan maka alam akan marah menimbulkan bencana besar tanpa henti,pokoknya klau di suatu negeri banyak kezholiman banyak kemaksiatan dan banyak ritual kemusrikan maka alam akan marah menimbulkan bencana besar tanpa henti ..,pokoknya klau negeri kezholiman kemaksiatan ritual kemusrikan alam marah menimbulkan bencana henti ..,"['pokoknya', 'klau', 'negeri', 'kezholiman', 'kemaksiatan', 'ritual', 'kemusrikan', 'alam', 'marah', 'menimbulkan', 'bencana', 'henti', '..']","['pokoknya', 'klau', 'negeri', 'kezholiman', 'kemaksiatan', 'ritual', 'kemusrikan', 'alam', 'marah', 'menimbulkan', 'bencana', 'henti', '..']",pokok klau negeri kezholiman maksiat ritual kemusrikan alam marah timbul bencana henti,2
@muammarfh,Semoga menjadi pelajaran buat semua manusia +62 sadar kalau dunia bukan segalanya,0,2022-01-16T12:43:56Z,FALSE,semoga menjadi pelajaran buat semua manusia 62 sadar kalau dunia bukan segalanya,semoga menjadi pelajaran buat semua manusia +62 sadar kalau dunia bukan segalanya,semoga pelajaran manusia +62 sadar dunia,"['semoga', 'pelajaran', 'manusia', '+62', 'sadar', 'dunia']","['semoga', 'pelajaran', 'manusia', '+62', 'sadar', 'dunia']",moga ajar manusia 62 sadar dunia,2
@annacelara4813,"Astagfirullah,,, semoga semua baik2 saja, Aamiin",1,2022-01-16T12:43:55Z,FALSE,astagfirullah semoga semua baik2 saja aamiin,"astagfirullah , , , semoga semua baik2 saja , amin","astagfirullah , , , semoga baik2 , amin","['astagfirullah', ',', ',', ',', 'semoga', 'baik2', ',', 'amin']","['astagfirullah', ',', ',', ',', 'semoga', 'baik2', ',', 'amin']",astagfirullah    moga baik2  amin,3
@amorakitty5018,2022 adalah kehancuran dibutuhkan kesadaran akan murka Allah dengan manusia yg doyan maksiat dan pemimpin zolim korup,1,2022-01-16T12:43:45Z,FALSE,2022 adalah kehancuran dibutuhkan kesadaran akan murka allah dengan manusia yg doyan maksiat dan pemimpin zolim korup,2022 adalah kehancuran dibutuhkan kesadaran akan murka allah dengan manusia yang doyan maksiat dan pemimpin zolim korupsi,2022 kehancuran dibutuhkan kesadaran murka allah manusia doyan maksiat pemimpin zolim korupsi,"['2022', 'kehancuran', 'dibutuhkan', 'kesadaran', 'murka', 'allah', 'manusia', 'doyan', 'maksiat', 'pemimpin', 'zolim', 'korupsi']","['2022', 'kehancuran', 'dibutuhkan', 'kesadaran', 'murka', 'allah', 'manusia', 'doyan', 'maksiat', 'pemimpin', 'zolim', 'korupsi']",2022 hancur butuh sadar murka allah manusia doyan maksiat pimpin zolim korupsi,1
@anakjalan9283,hore hore hore,0,2022-01-16T12:43:26Z,FALSE,hore hore hore,hore hore hore,hore hore hore,"['hore', 'hore', 'hore']","['hore', 'hore', 'hore']",hore hore hore,1
@wndmhs5761,Makin banyak kjadian alam yg marah....,0,2022-01-16T12:42:44Z,FALSE,makin banyak kjadian alam yg marah,makin banyak kjadian alam yang marah ....,kjadian alam marah ....,"['kjadian', 'alam', 'marah', '....']","['kjadian', 'alam', 'marah', '....']",kjadian alam marah,2
@barondodol2145,Barang siapa percaya ramalan maka solatnya ga di terima 40 hari<br>Yg udah udah BMKG kalo bikin ramalan ngaco,0,2022-01-16T12:42:42Z,FALSE,barang siapa percaya ramalan maka solatnya ga di terima 40 haribryg udah udah bmkg kalo bikin ramalan ngaco,barang siapa percaya ramalan maka solatnya tidak di terima 40 hari < baru > yang sudah sudah bmkg kalau bikin ramalan ngaco,barang percaya ramalan solatnya terima 40 < > bmkg bikin ramalan ngaco,"['barang', 'percaya', 'ramalan', 'solatnya', 'terima', '40', '<', '>', 'bmkg', 'bikin', 'ramalan', 'ngaco']","['barang', 'percaya', 'ramalan', 'solatnya', 'terima', '40', '<', '>', 'bmkg', 'bikin', 'ramalan', 'ngaco']",barang percaya ramal solatnya terima 40   bmkg bikin ramal ngaco,2
@Hatscerpen,Smoga Allah melindungi kita smua dari musibah ... aamiin,1,2022-01-16T12:42:40Z,FALSE,smoga allah melindungi kita smua dari musibah aamiin,smoga allah melindungi kita semua dari musibah ... amin,smoga allah melindungi musibah ... amin,"['smoga', 'allah', 'melindungi', 'musibah', '...', 'amin']","['smoga', 'allah', 'melindungi', 'musibah', '...', 'amin']",smoga allah lindung musibah  amin,3
@pujiwulan4474,Sgala sesuatu hanya ALLAH swt yg tahu.,0,2022-01-16T12:42:29Z,FALSE,sgala sesuatu hanya allah swt yg tahu,sgala sesuatu hanya allah swt yang tahu .,sgala allah swt .,"['sgala', 'allah', 'swt', '.']","['sgala', 'allah', 'swt', '.']",sgala allah swt,2
@nanikrumini6554,Tanda kiamat mkin dekat....,0,2022-01-16T12:42:05Z,FALSE,tanda kiamat mkin dekat,tanda kiamat mkin dekat ....,tanda kiamat mkin ....,"['tanda', 'kiamat', 'mkin', '....']","['tanda', 'kiamat', 'mkin', '....']",tanda kiamat mkin,2
@rockyone6923,"Subhanallah sereeemnya kalau sampai Megathrust kejadian. Moga Allah Azza wa Jalla beri kita semua keselamatan, aamiin",1,2022-01-16T12:41:53Z,FALSE,subhanallah sereeemnya kalau sampai megathrust kejadian moga allah azza wa jalla beri kita semua keselamatan aamiin,"subhanallah sereeemnya kalau sampai megathrust kejadian . semoga allah azza wa jalla beri kita semua keselamatan , amin","subhanallah sereeemnya megathrust kejadian . semoga allah azza wa jalla keselamatan , amin","['subhanallah', 'sereeemnya', 'megathrust', 'kejadian', '.', 'semoga', 'allah', 'azza', 'wa', 'jalla', 'keselamatan', ',', 'amin']","['subhanallah', 'sereeemnya', 'megathrust', 'kejadian', '.', 'semoga', 'allah', 'azza', 'wa', 'jalla', 'keselamatan', ',', 'amin']",subhanallah sereeemnya megathrust jadi  moga allah azza wa jalla selamat  amin,3
@yanchel190,Stop kriminalisasi ulama .,0,2022-01-16T12:41:47Z,FALSE,stop kriminalisasi ulama,henti kriminalisasi ulama .,henti kriminalisasi ulama .,"['henti', 'kriminalisasi', 'ulama', '.']","['henti', 'kriminalisasi', 'ulama', '.']",henti kriminalisasi ulama,2
@sandiajiofficial1057,Siap siap kalo gempa terjadi lagi☺ selalu waspada dan tetap tenang,1,2022-01-16T12:41:36Z,FALSE,siap siap kalo gempa terjadi lagi selalu waspada dan tetap tenang,siap siap kalau gempa terjadi lagi☺ selalu waspada dan tetap tenang,gempa lagi☺ waspada tenang,"['gempa', 'lagi☺', 'waspada', 'tenang']","['gempa', 'lagi☺', 'waspada', 'tenang']",gempa lagi waspada tenang,2
@halimnurhakim1834,Semoga tidak terjadi,0,2022-01-16T12:40:59Z,FALSE,semoga tidak terjadi,semoga tidak terjadi,semoga,['semoga'],['semoga'],moga,2
@FreeKickZone,Perbanyak ibadah serta berbuat baiklah agar Indonesia ini aman dan dijauhkan dari segala bencana,17,2022-01-16T12:39:41Z,FALSE,perbanyak ibadah serta berbuat baiklah agar indonesia ini aman dan dijauhkan dari segala bencana,perbanyak ibadah serta berbuat baiklah agar indonesia ini aman dan dijauhkan dari segala bencana,perbanyak ibadah berbuat baiklah indonesia aman dijauhkan bencana,"['perbanyak', 'ibadah', 'berbuat', 'baiklah', 'indonesia', 'aman', 'dijauhkan', 'bencana']","['perbanyak', 'ibadah', 'berbuat', 'baiklah', 'indonesia', 'aman', 'dijauhkan', 'bencana']",banyak ibadah buat baik indonesia aman jauh bencana,3
@blackshadow1548,Aamin,0,2022-01-16T13:03:59Z,TRUE,aamin,aamin,aamin,['aamin'],['aamin'],aamin,3
@palmtree_,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawa-bali,0,2022-01-16T13:25:15Z,TRUE,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawa-bali,tinggal tunggu gempa megatrust barat sumatra selatan jawa-bali,"['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'sumatra', 'selatan', 'jawa-bali']","['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'sumatra', 'selatan', 'jawa-bali']",tinggal tunggu gempa megatrust barat sumatra selatan jawa-bali,2
@blackshadow1548,@@palmtree_ jangan gitu lah pa. Berdoa aja semoga ga terjadi,0,2022-01-16T14:00:32Z,TRUE,palmtree_ jangan gitu lah pa berdoa aja semoga ga terjadi,di di palmtree_ jangan begitu lah pa. berdoa saja semoga tidak terjadi,palmtree_ pa. berdoa semoga,"['palmtree_', 'pa.', 'berdoa', 'semoga']","['palmtree_', 'pa.', 'berdoa', 'semoga']",palmtree pa doa moga,3
@palmtree_,@@blackshadow1548 bisa besok bisa 50 tahun lagi. Tapi pasti terjadi disalahsatu tempat tadi.,0,2022-01-16T14:16:11Z,TRUE,blackshadow1548 bisa besok bisa 50 tahun lagi tapi pasti terjadi disalahsatu tempat tadi,di di blackshadow1548 bisa besok bisa 50 tahun lagi . tapi pasti terjadi disalahsatu tempat tadi .,blackshadow1548 besok 50 . disalahsatu .,"['blackshadow1548', 'besok', '50', '.', 'disalahsatu', '.']","['blackshadow1548', 'besok', '50', '.', 'disalahsatu', '.']",blackshadow1548 besok 50  disalahsatu,3
@mfaruq0826,@@palmtree_ kalo besok g bakal tau kalo tahun&quot; kedepannya,1,2022-01-16T22:20:48Z,TRUE,palmtree_ kalo besok g bakal tau kalo tahunquot kedepannya,di di palmtree_ kalau besok tidak bakal tahu kalau tahun dan quot ; kedepannya,palmtree_ besok quot ; kedepannya,"['palmtree_', 'besok', 'quot', ';', 'kedepannya']","['palmtree_', 'besok', 'quot', ';', 'kedepannya']",palmtree besok quot  depan,2
@yinfeng1728,Ya bumi kan sifatnya fana&#39; atau sementara punya umur sama seperti mahluk hidup seperti manusia hewan tumbuhan ya kalau udah waktunya mati ya mati sudah begitu juga dengan bumi alam ini tinggal nunggu kiamat tiba aja begitu suratan bumi dan manusia.,0,2022-01-16T12:39:23Z,FALSE,ya bumi kan sifatnya fana39 atau sementara punya umur sama seperti mahluk hidup seperti manusia hewan tumbuhan ya kalau udah waktunya mati ya mati sudah begitu juga dengan bumi alam ini tinggal nunggu kiamat tiba aja begitu suratan bumi dan manusia,iya bumi akan sifatnya fana dan # 39 ; atau sementara punya umur sama seperti mahluk hidup seperti manusia hewan tumbuhan iya kalau sudah waktunya mati iya mati sudah begitu juga dengan bumi alam ini tinggal menunggu kiamat tiba saja begitu suratan bumi dan manusia .,iya bumi sifatnya fana # 39 ; umur mahluk hidup manusia hewan tumbuhan iya mati iya mati bumi alam tinggal menunggu kiamat suratan bumi manusia .,"['iya', 'bumi', 'sifatnya', 'fana', '#', '39', ';', 'umur', 'mahluk', 'hidup', 'manusia', 'hewan', 'tumbuhan', 'iya', 'mati', 'iya', 'mati', 'bumi', 'alam', 'tinggal', 'menunggu', 'kiamat', 'suratan', 'bumi', 'manusia', '.']","['iya', 'bumi', 'sifatnya', 'fana', '#', '39', ';', 'umur', 'mahluk', 'hidup', 'manusia', 'hewan', 'tumbuhan', 'iya', 'mati', 'iya', 'mati', 'bumi', 'alam', 'tinggal', 'menunggu', 'kiamat', 'suratan', 'bumi', 'manusia', '.']",iya bumi sifat fana  39  umur mahluk hidup manusia hewan tumbuh iya mati iya mati bumi alam tinggal tunggu kiamat surat bumi manusia,2
@Victor-vv8wp,tolong yg arsitek info. cara bangun rumah yg aman gempa ???,0,2022-01-16T12:39:16Z,FALSE,tolong yg arsitek info cara bangun rumah yg aman gempa,tolong yang arsitek informasi . cara bangun rumah yang aman gempa ? ? ?,tolong arsitek informasi . bangun rumah aman gempa ? ? ?,"['tolong', 'arsitek', 'informasi', '.', 'bangun', 'rumah', 'aman', 'gempa', '?', '?', '?']","['tolong', 'arsitek', 'informasi', '.', 'bangun', 'rumah', 'aman', 'gempa', '?', '?', '?']",tolong arsitek informasi  bangun rumah aman gempa,2
@___kenzie___07,semoga kita semua sllu dlm lindungan allah swt,1,2022-01-16T12:39:10Z,FALSE,semoga kita semua sllu dlm lindungan allah swt,semoga kita semua selalu dalam lindungan allah swt,semoga lindungan allah swt,"['semoga', 'lindungan', 'allah', 'swt']","['semoga', 'lindungan', 'allah', 'swt']",moga lindung allah swt,3
@MiftahulJannah-zp7zc,Semoga tidak terjadi Ya Allah... jika itu memang terjadi lindungilah saudara kami Ya Allah... aamiin...,0,2022-01-16T12:39:06Z,FALSE,semoga tidak terjadi ya allah jika itu memang terjadi lindungilah saudara kami ya allah aamiin,semoga tidak terjadi iya allah ... jika itu memang terjadi lindungilah saudara kami iya allah ... amin ...,semoga iya allah ... lindungilah saudara iya allah ... amin ...,"['semoga', 'iya', 'allah', '...', 'lindungilah', 'saudara', 'iya', 'allah', '...', 'amin', '...']","['semoga', 'iya', 'allah', '...', 'lindungilah', 'saudara', 'iya', 'allah', '...', 'amin', '...']",moga iya allah  lindung saudara iya allah  amin,3
@abdullahkareem6940,Hasbunallah wani’mal wakil..,0,2022-01-16T12:38:42Z,FALSE,hasbunallah wanimal wakil,hasbunallah wani ’ mal wakil ..,hasbunallah wani ’ mal wakil ..,"['hasbunallah', 'wani', '’', 'mal', 'wakil', '..']","['hasbunallah', 'wani', '’', 'mal', 'wakil', '..']",hasbunallah wani  mal wakil,3
@muhammadnurnur7241,"Alhamdulillah, ... engkau selalu memberi peringatan",1,2022-01-16T12:38:34Z,FALSE,alhamdulillah engkau selalu memberi peringatan,"alhamdulillah , ... engkau selalu memberi peringatan","alhamdulillah , ... engkau peringatan","['alhamdulillah', ',', '...', 'engkau', 'peringatan']","['alhamdulillah', ',', '...', 'engkau', 'peringatan']",alhamdulillah   engkau ingat,3
@yoppyfloyd,"Semoga tidak trjadi gempa lagi atau puntsunami,allah lindungi swdara kami di jabar...amin",0,2022-01-16T12:38:23Z,FALSE,semoga tidak trjadi gempa lagi atau puntsunamiallah lindungi swdara kami di jabaramin,"semoga tidak trjadi gempa lagi atau puntsunami , allah lindungi swdara kami di jawa barat ... amin","semoga trjadi gempa puntsunami , allah lindungi swdara jawa barat ... amin","['semoga', 'trjadi', 'gempa', 'puntsunami', ',', 'allah', 'lindungi', 'swdara', 'jawa', 'barat', '...', 'amin']","['semoga', 'trjadi', 'gempa', 'puntsunami', ',', 'allah', 'lindungi', 'swdara', 'jawa', 'barat', '...', 'amin']",moga trjadi gempa puntsunami  allah lindung swdara jawa barat  amin,3
